title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
Red,movie,Crime,2024,tt32270562,4.20,126.00
Red,movie, Drama,2024,tt32270562,4.20,126.00
Red,movie, Thriller,2024,tt32270562,4.20,126.00
"Chances Are, You and I",movie,Drama,2024,tt32306491,6.30,144.00
"Chances Are, You and I",movie, Romance,2024,tt32306491,6.30,144.00
Gone Running,movie,Comedy,2024,tt14466284,7.00,4335.00
Gone Running,movie, Romance,2024,tt14466284,7.00,4335.00
Fé para o Impossível,movie,Biography,2025,tt32282525,6.40,154.00
Fé para o Impossível,movie, Drama,2025,tt32282525,6.40,154.00
The Quilters,movie,Documentary,2024,tt32165461,8.00,829.00
The Quilters,movie, Short,2024,tt32165461,8.00,829.00
The Mediterranean Sea,movie,Drama,2024,tt32377620,7.20,92.00
The Mediterranean Sea,movie, Romance,2024,tt32377620,7.20,92.00
Takintilar,movie,Comedy,2024,tt32127524,5.10,2302.00
Ca Fetele,movie,Comedy,2024,tt28701087,4.60,286.00
I Not Stupid 3,movie,Comedy,2024,tt32363253,6.50,223.00
I Not Stupid 3,movie, Drama,2024,tt32363253,6.50,223.00
The Blunder,movie,Drama,2025,tt32448428,6.60,464.00
The Blunder,movie, History,2025,tt32448428,6.60,464.00
Franco Escamilla: Ladies' Man,movie,Comedy,2024,tt32210024,6.10,122.00
Rachel Feinstein: Big Guy,movie,Comedy,2024,tt32201624,6.50,392.00
Rachel Feinstein: Big Guy,movie, Documentary,2024,tt32201624,6.50,392.00
Happy Monday(S),movie,Comedy,2025,tt35875750,5.70,85.00
Happy Monday(S),movie, Drama,2025,tt35875750,5.70,85.00
Genis Aile 4: Cevahir & Ulvi,movie,Action,2024,tt32901945,4.80,243.00
Genis Aile 4: Cevahir & Ulvi,movie, Comedy,2024,tt32901945,4.80,243.00
We Were Recruits,movie,Documentary,2024,tt32394389,6.90,245.00
We Were Recruits,movie, War,2024,tt32394389,6.90,245.00
Hide and Seek,movie,Horror,2024,tt33355143,4.80,153.00
Rafa Márquez: El Capitán,movie,Documentary,2024,tt32441255,6.60,199.00
Rafa Márquez: El Capitán,movie, Sport,2024,tt32441255,6.60,199.00
How to Rob a Bank,movie,Action,2024,tt32308418,6.60,4261.00
How to Rob a Bank,movie, Crime,2024,tt32308418,6.60,4261.00
How to Rob a Bank,movie, Documentary,2024,tt32308418,6.60,4261.00
Drawing Closer,movie,Drama,2024,tt31078761,7.60,2696.00
Drawing Closer,movie, Romance,2024,tt31078761,7.60,2696.00
Hayao Miyazaki and the Heron,movie,Documentary,2024,tt32408421,7.80,1017.00
Uang Panai' 2 Maha(r)l,movie,Comedy,2024,tt32424407,7.70,43.00
Uang Panai' 2 Maha(r)l,movie, Drama,2024,tt32424407,7.70,43.00
Uang Panai' 2 Maha(r)l,movie, Romance,2024,tt32424407,7.70,43.00
Strike: An Uncivil War,movie,Documentary,2024,tt32043424,7.60,329.00
Nelma Kodama: The Queen of Dirty Money,movie,Crime,2024,tt32441206,5.50,204.00
Nelma Kodama: The Queen of Dirty Money,movie, Documentary,2024,tt32441206,5.50,204.00
Jo Koy: Live from Brooklyn,movie,Comedy,2024,tt32345083,6.60,790.00
Jo Koy: Live from Brooklyn,movie, Documentary,2024,tt32345083,6.60,790.00
Smart Casuals,movie,Romance,2024,tt32189965,5.40,44.00
Bangarang,movie,Documentary,2023,tt30764875,7.20,12.00
Zim Zim Ala Kazim,movie,Comedy,2024,tt32467131,3.50,111.00
Zim Zim Ala Kazim,movie, Horror,2024,tt32467131,3.50,111.00
Zim Zim Ala Kazim,movie, Music,2024,tt32467131,3.50,111.00
The Bellingas: Rock the Theme Park,movie,Comedy,2024,tt32179421,3.10,129.00
The Bellingas: Rock the Theme Park,movie, Family,2024,tt32179421,3.10,129.00
The vow,movie,Romance,2023,tt32503299,3.20,18.00
Batman Ninja vs. Yakuza League,movie,Action,2025,tt32508210,6.20,1682.00
Batman Ninja vs. Yakuza League,movie, Animation,2025,tt32508210,6.20,1682.00
Batman Ninja vs. Yakuza League,movie, Fantasy,2025,tt32508210,6.20,1682.00
Késárí: The King,movie,Action,2023,tt28510734,4.30,119.00
Késárí: The King,movie, Fantasy,2023,tt28510734,4.30,119.00
Untamed Royals,movie,Crime,2024,tt31227161,4.60,657.00
Untamed Royals,movie, Drama,2024,tt31227161,4.60,657.00
Yaremchuk: Matchless World of Beauty,movie,Biography,2024,tt31913861,8.60,472.00
Yaremchuk: Matchless World of Beauty,movie, Documentary,2024,tt31913861,8.60,472.00
Yaremchuk: Matchless World of Beauty,movie, Music,2024,tt31913861,8.60,472.00
Juanpis González: The People's President,movie,Comedy,2024,tt32650953,6.00,143.00
Lucca's World,movie,Drama,2025,tt28657879,6.90,1501.00
The Beast Within,movie,Horror,2024,tt14539318,4.30,5068.00
Janji Darah,movie,Horror,2024,tt32569446,4.40,161.00
Janji Darah,movie, Thriller,2024,tt32569446,4.40,161.00
It All Ends Here,movie,Crime,2024,tt30012572,6.40,355.00
It All Ends Here,movie, Drama,2024,tt30012572,6.40,355.00
It All Ends Here,movie, Romance,2024,tt30012572,6.40,355.00
Kidnapper,movie,Comedy,2013,tt2747554,6.90,66.00
Architektura CSSR 58-89,movie,Documentary,2024,tt32644903,7.90,84.00
Keith Robinson: Different Strokes,movie,Comedy,2024,tt32380491,6.50,196.00
Keith Robinson: Different Strokes,movie, Documentary,2024,tt32380491,6.50,196.00
Heart Eyes,movie,Comedy,2025,tt32558992,6.10,23264.00
Heart Eyes,movie, Horror,2025,tt32558992,6.10,23264.00
Heart Eyes,movie, Mystery,2025,tt32558992,6.10,23264.00
Gatao: Like Father Like Son,movie,Action,2024,tt32915791,5.70,243.00
Gatao: Like Father Like Son,movie, Crime,2024,tt32915791,5.70,243.00
Gatao: Like Father Like Son,movie, Drama,2024,tt32915791,5.70,243.00
Sinakagon,movie,Drama,2024,tt32447110,6.90,33.00
Sinakagon,movie, Horror,2024,tt32447110,6.90,33.00
Chestnut vs. Kobayashi: Unfinished Beef,movie,Game-Show,2024,tt32633891,5.10,259.00
Chestnut vs. Kobayashi: Unfinished Beef,movie, Reality-TV,2024,tt32633891,5.10,259.00
The Accidental Twins,movie,Documentary,2024,tt32441275,7.20,1144.00
Umi no chinmoku,movie,Drama,2024,tt28100856,5.50,29.00
The Biggest Fan,movie,Comedy,2025,tt31227132,4.30,325.00
Mendadak Dangdut,movie,Comedy,2025,tt35936906,7.10,23.00
Mendadak Dangdut,movie, Drama,2025,tt35936906,7.10,23.00
Mendadak Dangdut,movie, Music,2025,tt35936906,7.10,23.00
Dead Sea,movie,Crime,2024,tt11724920,5.20,5446.00
Dead Sea,movie, Thriller,2024,tt11724920,5.20,5446.00
Ma Da: The Drowning Spirit,movie,Horror,2024,tt32740311,4.50,207.00
Lesson Learned,movie,Drama,2024,tt30807200,7.60,2378.00
Non Negotiable,movie,Action,2024,tt31227221,5.40,1222.00
Non Negotiable,movie, Comedy,2024,tt31227221,5.40,1222.00
Non Negotiable,movie, Thriller,2024,tt31227221,5.40,1222.00
Off Track 2,movie,Comedy,2025,tt32598081,5.50,609.00
Off Track 2,movie, Drama,2025,tt32598081,5.50,609.00
Off Track 2,movie, Romance,2025,tt32598081,5.50,609.00
"Mon Laferte, te amo",movie,Documentary,2024,tt32090526,6.70,197.00
"Mon Laferte, te amo",movie, Music,2024,tt32090526,6.70,197.00
Octopus with Broken Arms,movie,Crime,2024,tt32813270,6.10,313.00
Octopus with Broken Arms,movie, Drama,2024,tt32813270,6.10,313.00
Octopus with Broken Arms,movie, Mystery,2024,tt32813270,6.10,313.00
House of Ga'a,movie,Biography,2024,tt31691318,4.00,490.00
House of Ga'a,movie, Drama,2024,tt31691318,4.00,490.00
House of Ga'a,movie, History,2024,tt31691318,4.00,490.00
Chad Daniels: Empty Nester,movie,Comedy,2024,tt32652865,7.00,330.00
Hannah Berner: We Ride at Dawn,movie,Comedy,2024,tt31021953,6.00,661.00
Modern Masters,movie,Documentary,2024,tt26259966,7.40,5695.00
Drazen,movie,Biography,2024,tt29585679,6.60,1456.00
Joe Rogan: Burn the Boats,movie,Comedy,2024,tt32875161,4.40,4742.00
Ellen DeGeneres: For Your Approval,movie,Comedy,2024,tt32359444,5.20,2432.00
Rokunin no Usotsuki na Daigakusei,movie,Drama,2024,tt29631662,6.30,121.00
Ma chi ti conosce,movie,Comedy,2024,tt29224358,5.90,140.00
Ma chi ti conosce,movie, Romance,2024,tt29224358,5.90,140.00
Fight to Live,movie,Documentary,2024,tt14076180,6.00,46.00
Los Williams,movie,Documentary,2024,tt33034975,7.30,88.00
Lolo and the Kid,movie,Drama,2024,tt32921458,6.40,899.00
Matt Rife: Lucid - A Crowd Work Special,movie,Comedy,2024,tt32986357,6.40,1581.00
Matt Rife: Lucid - A Crowd Work Special,movie, Documentary,2024,tt32986357,6.40,1581.00
500 Días de Escobar: la vertiginosa caída del capo,movie,Crime,2023,tt32149531,5.70,164.00
500 Días de Escobar: la vertiginosa caída del capo,movie, Documentary,2023,tt32149531,5.70,164.00
Chasing the Wind,movie,Drama,2025,tt32730754,6.20,20420.00
Chasing the Wind,movie, Romance,2025,tt32730754,6.20,20420.00
Cinta Dari Timor,movie,Drama,2024,tt33095211,5.30,24.00
Cinta Dari Timor,movie, History,2024,tt33095211,5.30,24.00
Cinta Dari Timor,movie, Romance,2024,tt33095211,5.30,24.00
The Haunted Apartment: Miss K,movie,Horror,2024,tt33047058,5.60,437.00
The Haunted Apartment: Miss K,movie, Thriller,2024,tt33047058,5.60,437.00
Sorop,movie,Horror,2024,tt33348138,5.40,221.00
Sorop,movie, Thriller,2024,tt33348138,5.40,221.00
Tòkunbò,movie,Action,2024,tt32324146,3.90,299.00
Tòkunbò,movie, Crime,2024,tt32324146,3.90,299.00
Tòkunbò,movie, Drama,2024,tt32324146,3.90,299.00
Sorgavaasal,movie,Action,2024,tt27179695,6.60,1406.00
Sorgavaasal,movie, Crime,2024,tt27179695,6.60,1406.00
Sorgavaasal,movie, Drama,2024,tt27179695,6.60,1406.00
Untold: The Murder of Air McNair,movie,Crime,2024,tt33038082,5.60,2126.00
Untold: The Murder of Air McNair,movie, Documentary,2024,tt33038082,5.60,2126.00
Untold: The Murder of Air McNair,movie, Sport,2024,tt33038082,5.60,2126.00
Untold: Sign Stealer,movie,Biography,2024,tt33043064,6.70,1054.00
Untold: Sign Stealer,movie, Crime,2024,tt33043064,6.70,1054.00
Untold: Sign Stealer,movie, Documentary,2024,tt33043064,6.70,1054.00
Untold: Hope Solo vs. U.S. Soccer,movie,Biography,2024,tt33043060,6.90,731.00
Untold: Hope Solo vs. U.S. Soccer,movie, Crime,2024,tt33043060,6.90,731.00
Untold: Hope Solo vs. U.S. Soccer,movie, Documentary,2024,tt33043060,6.90,731.00
State of Emergency,movie,Comedy,2024,tt31939360,5.20,125.00
Death Before the Wedding,movie,Comedy,2025,tt33255004,4.80,563.00
Misie,movie,Comedy,2025,tt35697399,3.40,44.00
Whispers in the Wind,movie,Drama,2024,tt33093444,5.60,60.00
Langston Kerman: Bad Poetry,movie,Comedy,2024,tt33029417,6.70,158.00
Langston Kerman: Bad Poetry,movie, Documentary,2024,tt33029417,6.70,158.00
#AAY,movie,Comedy,2024,tt28359277,6.40,815.00
Bad Exorcist: First Day of School,movie,Animation,2024,tt33131921,6.30,48.00
Bad Exorcist: First Day of School,movie, Comedy,2024,tt33131921,6.30,48.00
Bad Exorcist: First Day of School,movie, Short,2024,tt33131921,6.30,48.00
Ahir Shah: Ends,movie,Comedy,2024,tt33246651,6.50,78.00
Ahir Shah: Ends,movie, Documentary,2024,tt33246651,6.50,78.00
"Phil Wang: Wang in There, Baby!",movie,Comedy,2024,tt33088662,5.80,244.00
"Phil Wang: Wang in There, Baby!",movie, Documentary,2024,tt33088662,5.80,244.00
Doce Família,movie,Comedy,2024,tt28515248,5.20,108.00
Anuja,movie,Drama,2024,tt27654431,6.60,3225.00
Anuja,movie, Short,2024,tt27654431,6.60,3225.00
Kafes,movie,Thriller,1976,tt8409758,7.40,14.00
Kafes,movie, Action,1976,tt8409758,7.40,14.00
Follow the Rain,movie,Documentary,2024,tt30767229,7.30,127.00
"Deon Cole: Ok, Mister",movie,Comedy,2024,tt31049167,6.30,382.00
Sunset Sunrise,movie,Drama,2025,tt34420683,6.70,74.00
The Devil's Bride,movie,Horror,2025,tt33051946,5.00,504.00
The Devil's Bride,movie, Thriller,2025,tt33051946,5.00,504.00
Jailbreak: Love on the Run,movie,Crime,2024,tt33058713,6.40,3373.00
Jailbreak: Love on the Run,movie, Documentary,2024,tt33058713,6.40,3373.00
Cernak,movie,Crime,2025,tt33363796,7.00,396.00
200KG Vampire,movie,Comedy,2024,tt33318861,5.00,32.00
200KG Vampire,movie, Horror,2024,tt33318861,5.00,32.00
200KG Vampire,movie, Mystery,2024,tt33318861,5.00,32.00
Hasan Minhaj: Off with His Head,movie,Comedy,2024,tt33323522,6.90,1214.00
Hasan Minhaj: Off with His Head,movie, Documentary,2024,tt33323522,6.90,1214.00
Cien años con Juan Rulfo,movie,Biography,2017,tt12560294,7.50,28.00
Jamie Foxx: What Had Happened Was...,movie,Comedy,2024,tt34385018,5.80,2050.00
Jamie Foxx: What Had Happened Was...,movie, Documentary,2024,tt34385018,5.80,2050.00
Tajemství smrti,movie,Documentary,2024,tt34459928,6.30,17.00
Ambyar Mak Byar,movie,Comedy,2025,tt33362747,6.50,104.00
Ambyar Mak Byar,movie, Drama,2025,tt33362747,6.50,104.00
Ambyar Mak Byar,movie, Music,2025,tt33362747,6.50,104.00
Losing Lerato 2,movie,Action,2024,tt33095169,9.00,34.00
Losing Lerato 2,movie, Drama,2024,tt33095169,9.00,34.00
Losing Lerato 2,movie, Thriller,2024,tt33095169,9.00,34.00
Espantaho,movie,Horror,2024,tt34830387,4.80,180.00
Counterstrike,movie,Action,2025,tt23648788,6.00,4771.00
Counterstrike,movie, Thriller,2025,tt23648788,6.00,4771.00
Leydi Di,movie,Comedy,2024,tt33371559,3.50,256.00
Lóve 2,movie,Crime,2024,tt32013303,4.90,77.00
Tim Dillon: This Is Your Country,movie,Comedy,2024,tt33452467,6.50,679.00
Mad Square,movie,Comedy,2025,tt32327574,5.70,1169.00
Honeymoon Crasher,movie,Comedy,2025,tt35300972,5.60,2805.00
Pure Love,movie,Drama,2024,tt33079321,7.10,192.00
Pure Love,movie, Romance,2024,tt33079321,7.10,192.00
Lisabi: The Uprising,movie,Action,2024,tt33255000,5.20,139.00
Lisabi: The Uprising,movie, Drama,2024,tt33255000,5.20,139.00
Lisabi: The Uprising,movie, History,2024,tt33255000,5.20,139.00
Little Siberia,movie,Comedy,2025,tt31828346,5.10,1438.00
Little Siberia,movie, Drama,2025,tt31828346,5.10,1438.00
Little Siberia,movie, Thriller,2025,tt31828346,5.10,1438.00
Hijack '93,movie,Drama,2024,tt33540966,3.80,915.00
Hijack '93,movie, Thriller,2024,tt33540966,3.80,915.00
It's All Over: The Kiss That Changed Spanish Football,movie,Documentary,2024,tt33615797,6.90,639.00
It's All Over: The Kiss That Changed Spanish Football,movie, Sport,2024,tt33615797,6.90,639.00
2nd Miracle in Cell No. 7,movie,Comedy,2024,tt33701992,7.40,323.00
2nd Miracle in Cell No. 7,movie, Drama,2024,tt33701992,7.40,323.00
2nd Miracle in Cell No. 7,movie, Family,2024,tt33701992,7.40,323.00
Guilty Pleasure,movie,Drama,2024,tt32242331,4.60,167.00
Guilty Pleasure,movie, Romance,2024,tt32242331,4.60,167.00
Guilty Pleasure,movie, Thriller,2024,tt32242331,4.60,167.00
Wanita Ahli Neraka,movie,Horror,2024,tt33771507,5.10,285.00
Aneta,movie,Documentary,2024,tt34705691,6.60,104.00
"Snow, Tea and Love 2: With a Little Luck",movie,Comedy,2024,tt33570211,3.80,284.00
Once in a Lifetime,movie,Documentary,2009,tt1520370,6.90,32.00
Adrienne Iapalucci: The Dark Queen,movie,Comedy,2024,tt33996575,6.50,323.00
Adrienne Iapalucci: The Dark Queen,movie, Documentary,2024,tt33996575,6.50,323.00
"Your Friend, Nate Bargatze",movie,Comedy,2024,tt33813061,7.20,1869.00
"Your Friend, Nate Bargatze",movie, Documentary,2024,tt33813061,7.20,1869.00
Buy Now! The Shopping Conspiracy,movie,Documentary,2024,tt34350086,6.70,6634.00
Bob a Bobek ve filmu: Na stope Mrkvojeda,movie,Animation,2024,tt34092261,7.20,32.00
Bob a Bobek ve filmu: Na stope Mrkvojeda,movie, Comedy,2024,tt34092261,7.20,32.00
Bob a Bobek ve filmu: Na stope Mrkvojeda,movie, Family,2024,tt34092261,7.20,32.00
Fortune Feimster: Crushing It,movie,Comedy,2024,tt34253921,6.90,667.00
Fortune Feimster: Crushing It,movie, Documentary,2024,tt34253921,6.90,667.00
Anthony Jeselnik: Bones and All,movie,Comedy,2024,tt34225422,7.40,2170.00
Risky Business,movie,Comedy,2024,tt33311826,6.80,193.00
Risky Business,movie, Crime,2024,tt33311826,6.80,193.00
Risky Business,movie, Drama,2024,tt33311826,6.80,193.00
Blood Debt,movie,Horror,2024,tt34424283,5.40,183.00
Hold Me Close,movie,Drama,2024,tt31938709,5.30,57.00
Hold Me Close,movie, Fantasy,2024,tt31938709,5.30,57.00
Hold Me Close,movie, Romance,2024,tt31938709,5.30,57.00
My Future You,movie,Comedy,2024,tt32241752,7.40,254.00
My Future You,movie, Drama,2024,tt32241752,7.40,254.00
My Future You,movie, Fantasy,2024,tt32241752,7.40,254.00
Nayanthara: Beyond the Fairy Tale,movie,Documentary,2024,tt22297698,3.90,744.00
Maybe Baby 2,movie,Comedy,2024,tt31828433,5.70,561.00
Chhota Bheem Aur Mahavinashini ka Vinaash,movie,Animation,2022,tt28081893,6.50,19.00
Azaad,movie,Adventure,2025,tt26439870,4.80,4276.00
Azaad,movie, Drama,2025,tt26439870,4.80,4276.00
Swiatloczula,movie,Romance,2025,tt35522907,6.70,281.00
Babah,movie,Drama,2024,tt33334393,6.60,183.00
Babah,movie, Family,2024,tt33334393,6.60,183.00
Don't Look Back... I Know Your Origins,movie,Horror,2024,tt31463334,4.40,86.00
Don't Look Back... I Know Your Origins,movie, Mystery,2024,tt31463334,4.40,86.00
Don't Look Back... I Know Your Origins,movie, Thriller,2024,tt31463334,4.40,86.00
Ex Ex Lovers,movie,Comedy,2025,tt35616807,7.20,85.00
Ex Ex Lovers,movie, Romance,2025,tt35616807,7.20,85.00
Disaster Holiday,movie,Comedy,2024,tt34608980,4.90,741.00
Disaster Holiday,movie, Family,2024,tt34608980,4.90,741.00
Sleep Paralysis,movie,Horror,2025,tt34883346,4.10,76.00
Veer Bahadur Bheem,movie,Animation,2022,tt30218735,6.10,19.00
Adam Ray Is Dr. Phil Unleashed,movie,Comedy,2024,tt34367447,5.60,259.00
Vini Jr.,movie,Biography,2025,tt34682248,3.90,29135.00
Vini Jr.,movie, Documentary,2025,tt34682248,3.90,29135.00
Vini Jr.,movie, Sport,2025,tt34682248,3.90,29135.00
Money Games,movie,Action,2025,tt35121660,5.30,91.00
Money Games,movie, Comedy,2025,tt35121660,5.30,91.00
Money Games,movie, Crime,2025,tt35121660,5.30,91.00
Night of Deception,movie,Horror,2025,tt34696227,4.40,97.00
Night of Deception,movie, Thriller,2025,tt34696227,4.40,97.00
C4 Cinta,movie,Drama,2024,tt34498576,7.90,150.00
C4 Cinta,movie, Romance,2024,tt34498576,7.90,150.00
